id,kickoff_time,kickoff_time_formatted,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,element,fixture,opponent_team 
1376,2017-08-27T12:30:00Z,27 Aug 13:30,1,1,False,3,0,60,1901,29361,5374,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,30,19
1907,2017-09-09T16:30:00Z,09 Sep 17:30,2,2,True,4,1,60,-4707,25676,1169,5876,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,7.0,0.3,2.0,0.9,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,349,37,12
2451,2017-09-16T14:00:00Z,16 Sep 15:00,2,1,False,5,0,59,-2369,23834,964,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,45,13
2997,2017-09-23T14:00:00Z,23 Sep 15:00,0,4,True,6,0,59,-3114,21046,683,3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,56,5
3547,2017-09-30T14:00:00Z,30 Sep 15:00,2,1,True,7,0,58,-2467,18753,366,2833,0,0,69,0,0,1,0,0,0,1,0,0,0,0,-6,0.0,2.6,25.0,2.7,0,0,0,0,3,0,0,0,12,8,0,1,0,0,1,0,0,3,0,349,65,14
4101,2017-10-14T14:00:00Z,14 Oct 15:00,7,2,False,8,0,58,-1340,17653,554,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,76,11
4658,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,1,58,-588,17165,397,985,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,5.0,0.3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,349,87,2
5217,2017-10-28T14:00:00Z,28 Oct 15:00,0,1,False,10,1,57,-830,16444,337,1167,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0.2,10.0,1.0,1.1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,349,99,18
5780,2017-11-04T12:30:00Z,04 Nov 12:30,2,2,True,11,1,57,-472,16048,274,746,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,349,106,9
6346,2017-11-20T20:00:00Z,20 Nov 20:00,,,False,12,0,57,-433,15735,265,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,113,3
350,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,6,45,0,174030,0,0,0,0,90,0,0,1,0,0,0,0,0,0,2,0,23,10.6,0.0,0.0,1.1,0,0,0,0,5,0,0,0,41,26,0,0,0,0,0,0,0,0,0,350,6,14
861,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,1,45,-116,193670,6131,6247,0,0,90,0,0,0,4,0,0,0,0,0,4,0,16,22.4,0.0,0.0,2.2,0,0,0,0,9,0,0,0,22,11,0,0,0,1,0,0,0,0,0,350,17,12
1377,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,7,45,-7134,190727,3221,10355,0,0,90,0,0,1,0,0,0,0,0,0,3,0,28,22.0,0.0,0.0,2.2,0,0,0,0,13,0,0,0,36,20,0,0,0,0,0,0,0,0,0,350,23,6
1908,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,4,45,8703,205655,19534,10831,0,0,90,0,0,0,1,0,0,0,0,0,7,0,24,50.6,0.0,0.0,5.1,0,0,0,1,14,0,0,0,26,16,0,0,0,0,0,0,0,0,0,350,39,13
2452,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,11,45,-150,207860,8359,8509,0,0,90,0,0,1,0,0,0,0,0,0,8,3,38,49.4,0.0,0.0,4.9,0,0,0,0,12,0,0,0,41,15,0,0,0,0,0,0,0,0,0,350,46,17
2998,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,1,45,137229,368750,148280,11051,0,0,90,0,0,0,2,0,0,0,0,0,2,0,11,13.4,0.0,0.0,1.3,0,0,0,0,4,0,0,0,16,8,0,0,0,0,0,0,0,0,0,350,57,18
3548,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,3,45,21134,398698,42071,20937,0,0,90,0,0,0,1,0,0,0,0,0,3,0,16,21.0,0.0,0.0,2.1,0,0,0,0,12,0,0,0,15,5,0,0,0,0,0,0,0,0,0,350,67,20
4102,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,6,46,17262,421105,34849,17587,0,0,90,0,0,1,0,0,0,0,0,0,2,0,24,13.6,0.0,0.0,1.4,0,0,0,0,8,0,0,0,21,12,0,0,0,0,0,0,0,0,0,350,78,8
4659,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,2,46,15979,439915,25377,9398,0,0,90,0,0,0,2,0,0,0,0,0,5,0,20,35.8,0.0,0.0,3.6,0,0,0,2,9,0,0,0,17,11,0,0,0,0,0,0,0,0,0,350,88,9
5218,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,2,46,-1306,441506,16723,18029,0,0,90,0,0,0,2,0,0,0,0,0,3,0,15,27.8,0.0,0.0,2.8,0,0,0,1,9,0,0,0,40,18,0,0,0,0,0,0,0,0,0,350,91,1
5781,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,2,46,1632,445091,11560,9928,0,0,90,0,0,0,1,0,0,0,0,0,1,0,10,10.4,0.0,0.0,1.0,0,0,0,2,7,0,0,0,26,12,0,0,0,0,0,0,0,1,0,350,107,3
6347,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,3,46,-14508,431990,3822,18330,0,0,90,0,0,0,2,0,0,0,0,0,6,0,23,39.0,0.0,0.0,3.9,0,0,0,0,15,0,0,0,27,18,0,0,0,0,0,0,0,0,0,350,114,4
351,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,0,40,0,57975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,6,14
862,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,40,-1079,61300,1072,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,17,12
1378,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,0,40,-1570,60794,860,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,23,6
1909,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,0,40,-1814,59716,788,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,39,13
2453,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,0,40,-967,59159,878,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,46,17
2999,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,0,40,33,59817,2154,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,57,18
3549,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,0,40,231,60449,1701,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,67,20
4103,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,0,40,-375,60384,1104,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,78,8
4660,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,0,40,-558,59919,463,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,88,9
5219,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,0,40,-743,59289,474,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,91,1
5782,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,0,40,-718,58650,334,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,107,3
6348,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,0,40,-615,58124,295,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,114,4
352,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,7,45,0,77639,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,1,28,30.2,1.3,0.0,3.2,0,0,0,12,2,0,1,0,39,29,0,0,0,0,0,0,0,0,0,352,6,14
863,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,45,5683,96079,10245,4562,0,0,90,0,0,0,4,0,0,0,0,0,0,0,14,21.6,5.9,4.0,3.2,0,1,0,5,8,0,1,0,47,34,0,0,0,0,1,0,0,0,0,352,17,12
1379,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,12,45,-2870,94689,5069,7939,0,0,87,0,1,1,0,0,0,0,0,0,0,3,38,30.0,23.7,2.0,5.6,0,0,0,4,9,2,1,0,52,40,0,0,0,0,2,0,0,0,2,352,23,6
1910,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,1,45,114264,225178,135333,21069,0,0,90,0,0,0,1,0,0,0,1,0,0,0,11,19.2,23.4,2.0,4.5,0,2,0,6,6,1,0,0,73,54,0,0,0,0,1,0,0,1,0,352,39,13
2454,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,6,45,6158,234468,29033,22875,0,0,90,0,0,1,0,0,0,0,0,0,0,0,20,14.2,0.8,0.0,1.5,0,0,0,3,5,0,1,0,23,13,0,0,0,0,0,0,0,3,1,352,46,17
3000,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,1,46,65801,307521,83448,17647,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,12.8,3.7,2.0,1.9,0,0,0,2,6,0,2,0,47,30,0,0,0,0,1,0,0,2,2,352,57,18
3550,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,2,46,-3951,305079,14885,18836,0,0,90,0,0,0,1,0,0,0,0,0,0,0,21,21.6,4.6,2.0,2.8,0,0,0,6,9,0,3,0,63,47,0,0,0,0,1,0,0,0,2,352,67,20
4104,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,6,46,-10189,295893,9353,19542,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,25.4,6.0,2.0,3.3,0,1,0,4,6,0,0,0,41,31,0,0,0,0,1,0,0,0,1,352,78,8
4661,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,1,46,14621,311987,22044,7423,0,0,90,0,0,0,2,0,0,0,0,0,0,0,14,21.0,39.2,9.0,6.9,0,1,0,2,6,3,0,0,61,44,0,0,0,0,1,0,1,0,1,352,88,9
5220,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,1,46,-11957,301244,10603,22560,0,0,90,0,0,0,2,0,0,0,0,0,0,0,11,15.6,1.1,0.0,1.7,0,0,0,7,7,0,1,0,28,18,0,0,0,0,3,0,0,0,1,352,91,1
5783,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,2,46,2343,304537,11887,9544,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,15.8,18.2,2.0,3.6,0,0,0,5,6,1,0,0,67,61,0,0,0,0,1,0,0,2,1,352,107,3
6349,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,1,46,-10651,294539,5655,16306,0,0,90,0,0,0,2,0,0,0,0,0,0,0,20,25.8,18.0,30.0,7.4,0,1,0,6,7,1,3,0,64,48,0,0,0,0,1,0,0,1,1,352,114,4
353,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,0,40,0,847779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,6,14
864,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,40,-33855,850636,15755,49610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,17,12
1380,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,1,40,-63166,793524,12352,75518,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.5,0.0,0.2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,353,23,6
1911,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,0,40,-44083,757204,26922,71005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,39,13
2455,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,0,40,-42890,716951,9954,52844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,46,17
3001,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,0,40,-52152,666820,9328,61480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,57,18
3551,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,0,39,-27252,641395,12546,39798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,67,20
4105,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,0,39,4134,651947,40360,36226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,78,8
4662,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,0,39,-4777,649383,17459,22236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,88,9
5221,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,0,39,3021,655566,27987,24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,91,1
5784,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,0,39,-26929,629319,5293,32222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,107,3
6350,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,0,39,-18111,612152,9340,27451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,114,4
354,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,9,45,0,16653,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,3,33,42.6,0.3,0.0,4.3,0,0,0,18,3,0,1,0,50,41,0,0,0,0,0,0,0,1,0,354,6,14
865,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,45,27477,106070,34600,7123,0,0,90,0,0,0,4,0,0,0,0,0,0,0,11,18.4,0.3,2.0,2.1,0,0,0,5,7,0,1,0,29,24,0,0,0,0,1,0,0,0,0,354,17,12
1381,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,6,45,-1379,109806,12248,13627,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,15.2,0.1,0.0,1.5,0,0,0,5,2,0,1,0,52,43,0,0,0,0,0,0,0,1,0,354,23,6
1912,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,2,45,3637,117592,9813,6176,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,29.6,0.6,2.0,3.2,0,0,0,11,6,0,0,0,58,51,0,0,0,0,0,0,0,2,0,354,39,13
2456,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,8,45,-3584,115234,2777,6361,0,0,90,0,0,1,0,0,0,0,0,0,0,2,30,44.6,0.1,2.0,4.7,0,0,0,20,0,0,1,0,14,11,0,0,0,0,0,0,0,0,0,354,46,17
3002,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,1,45,23410,142738,30556,7146,0,0,90,0,0,0,2,0,0,0,0,0,0,0,18,19.6,0.7,4.0,2.4,0,0,0,9,3,0,2,0,50,40,0,0,0,0,0,0,0,1,0,354,57,18
3552,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,2,45,4986,149719,14941,9955,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,21.2,0.5,0.0,2.2,0,0,0,7,3,0,1,0,65,54,0,0,0,0,0,0,0,1,0,354,67,20
4106,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,7,45,925,152268,10529,9604,0,0,90,0,0,1,0,0,0,0,0,0,0,1,27,20.2,0.3,0.0,2.1,0,0,0,8,4,0,0,0,44,36,0,0,0,0,0,0,0,0,0,354,78,8
4663,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,-1,45,33457,188408,39174,5717,0,0,90,0,0,0,2,1,0,0,0,0,0,0,11,20.0,10.8,17.0,4.8,0,0,0,8,3,1,1,0,48,39,0,0,0,0,1,0,0,0,0,354,88,9
5222,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,1,45,-10071,179287,6528,16599,0,0,90,0,0,0,2,0,0,0,0,0,0,0,10,14.8,0.3,2.0,1.7,0,0,0,12,1,0,0,0,25,19,0,0,0,0,1,0,0,1,0,354,91,1
5785,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,1,45,-228,179842,6313,6541,0,0,90,0,0,0,1,0,0,0,1,0,0,0,9,18.0,15.3,2.0,3.5,0,1,0,5,5,1,1,0,66,52,0,0,0,0,0,0,0,3,0,354,107,3
6351,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,1,45,-7974,172338,2076,10050,0,0,90,0,0,0,2,0,0,0,0,0,0,0,15,27.4,0.3,0.0,2.8,0,0,0,11,6,0,0,0,50,44,0,0,0,0,1,0,0,1,0,354,114,4
355,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,0,45,0,6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,6,14
866,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,45,-752,6545,97,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,17,12
1382,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,0,45,-1211,5469,63,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,23,6
1913,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,0,45,-1318,4158,5,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,39,13
2457,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,0,45,-557,3607,3,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,46,17
3003,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,0,45,-445,3164,4,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,57,18
3553,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,0,45,-283,2883,6,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,67,20
4107,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,0,45,-245,2639,1,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,78,8
4664,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,0,45,-103,2537,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,88,9
5223,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,0,45,-130,2410,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,91,1
5786,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,0,45,-95,2317,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,107,3
6352,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,0,45,-95,2223,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,114,4
356,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,0,45,0,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,6,14
867,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,45,-534,4920,95,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,17,12
1383,2017-08-26T14:00:00Z,26 Aug 15:00,0,2,False,3,7,45,-545,4577,78,623,0,0,69,0,0,1,0,0,0,0,0,0,0,1,29,20.2,0.3,17.0,3.8,0,0,0,5,4,0,2,0,41,35,0,0,0,0,0,0,0,0,0,356,23,6
1914,2017-09-10T15:00:00Z,10 Sep 16:00,0,1,True,4,0,45,374,5556,656,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,39,13
2458,2017-09-16T16:30:00Z,16 Sep 17:30,0,0,False,5,5,45,-262,5451,138,400,0,0,84,0,0,1,0,0,0,0,1,0,0,0,17,7.6,0.2,4.0,1.2,0,0,0,3,6,0,1,0,36,22,0,0,0,0,0,0,1,2,0,356,46,17
3004,2017-09-23T14:00:00Z,23 Sep 15:00,1,2,True,6,1,45,538,6382,914,376,0,0,45,0,0,0,1,0,0,0,0,0,0,0,11,15.0,0.5,0.0,1.6,0,0,0,7,1,0,1,0,30,26,0,0,0,0,0,0,0,1,0,356,57,18
3554,2017-09-30T14:00:00Z,30 Sep 15:00,1,0,False,7,0,45,-79,6484,364,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,67,20
4108,2017-10-14T14:00:00Z,14 Oct 15:00,2,0,True,8,0,45,-343,6248,124,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,78,8
4665,2017-10-21T14:00:00Z,21 Oct 15:00,1,2,True,9,0,45,-182,6118,92,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,88,9
5224,2017-10-28T14:00:00Z,28 Oct 15:00,2,1,False,10,1,44,-210,5984,123,333,0,0,81,0,0,0,2,0,0,0,0,0,0,0,10,23.0,0.1,0.0,2.3,0,0,0,8,3,0,0,0,19,11,0,0,0,0,0,0,0,1,0,356,91,1
5787,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,True,11,0,44,109,6174,320,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,107,3
6353,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,False,12,0,44,-129,6157,154,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,114,4
357,2017-08-12T14:00:00Z,12 Aug 15:00,0,0,False,1,6,50,0,54205,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,26,21.4,0.2,0.0,2.2,0,0,0,9,2,0,0,0,41,36,0,0,0,0,0,0,0,0,0,357,6,14
868,2017-08-19T11:30:00Z,19 Aug 12:30,0,4,True,2,0,50,-724,57280,1426,2150,0,0,90,0,0,0,4,0,0,0,0,0,0,0,8,16.0,0.1,2.0,1.8,0,0,0,8,8,0,0,0,37,25,0,0,0,1,2,0,0,1,0,357,17,12
